name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-9432,NO,1,598,733,707,597,684,597
GENE-9433,NO,1,1,1,0,0,0,0
GENE-9434,NO,1,0,0,0,0,0,0
GENE-9435,YES,1,0,0,0,0,0,0
GENE-9436,NO,1,33,209,2,139,24,73
GENE-9437,NO,1,0,0,0,0,0,0
GENE-9438,NO,1,30,16,18,26,17,22
GENE-9439,YES,1,0,0,0,0,0,0
GENE-9440,NO,1,3559,1857,2161,3281,2772,1895
GENE-9441,NO,1,0,0,0,0,0,0
GENE-9442,NO,1,0,0,0,0,0,0
GENE-9443,NO,1,148,121,130,133,122,120
GENE-9444,NO,1,0,0,0,0,0,0
GENE-9445,NO,1,27,34,23,27,19,37
GENE-9446,NO,1,2,2,1,2,3,2
GENE-9447,NO,1,0,0,0,0,0,0
GENE-9448,NO,1,0,0,0,0,0,0
GENE-9449,NO,1,0,0,0,0,0,0
GENE-9450,NO,1,0,0,0,0,0,0
GENE-9451,NO,1,0,0,0,0,0,0
GENE-9452,NO,1,0,0,0,0,0,0
GENE-9453,NO,1,0,0,0,0,0,0
GENE-9454,NO,1,0,0,0,0,0,0
GENE-9455,NO,1,0,0,0,0,0,0
GENE-9456,NO,1,0,0,0,0,0,0
GENE-9457,NO,1,370,310,298,463,464,590
GENE-9458,NO,1,0,0,0,0,0,0
GENE-9459,NO,1,0,0,0,0,0,0
GENE-9460,NO,1,0,0,0,0,0,0
GENE-9461,YES,1,0,0,0,0,0,0
GENE-9462,NO,1,0,0,0,0,0,1
GENE-9463,NO,1,0,0,0,0,0,0
GENE-9464,NO,1,0,0,0,0,0,0
GENE-9465,NO,1,0,0,0,0,0,0
GENE-9466,NO,1,0,0,0,0,0,0
GENE-9467,NO,1,0,0,0,0,0,0
GENE-9468,NO,1,0,1,1,0,0,0
GENE-9469,NO,1,0,0,0,0,0,0
GENE-9471,NO,1,0,0,0,0,0,0
GENE-9472,YES,1,0,0,0,0,0,0
GENE-9473,NO,1,0,0,0,0,0,0
GENE-9474,NO,1,0,0,0,0,0,0
GENE-9475,NO,1,0,0,0,0,0,0
GENE-9476,NO,1,0,0,0,0,0,0
GENE-9477,NO,1,0,0,0,0,0,0
GENE-9478,NO,1,0,0,0,0,0,0
GENE-9479,NO,1,0,0,0,0,0,0
GENE-9480,NO,1,0,0,0,0,0,0
GENE-9481,NO,1,0,0,0,0,0,0
GENE-9482,NO,1,31,26,28,28,28,35
GENE-9483,NO,1,1639,1169,1522,1224,1103,1838
GENE-9484,NO,1,3,1,2,3,2,4
GENE-9485,NO,1,0,0,0,0,0,0
GENE-9486,NO,1,0,0,0,0,0,0
GENE-9487,NO,1,0,0,0,0,0,0
GENE-9488,NO,1,0,0,0,0,0,0
GENE-9489,NO,1,0,0,0,0,0,0
GENE-9490,NO,1,0,0,0,0,0,0
GENE-9491,NO,1,0,0,0,0,0,0
GENE-9492,NO,1,539,3483,3472,598,1451,3123
GENE-9493,NO,1,0,0,0,0,0,0
GENE-9494,YES,1,0,1,1,0,0,0
GENE-9495,NO,1,0,0,0,0,0,0
GENE-9496,NO,1,530,884,486,620,820,539
GENE-9497,NO,1,0,0,0,0,0,0
GENE-9498,NO,1,0,0,0,0,0,0
GENE-9499,YES,1,4,0,4,1,0,0
GENE-9500,NO,1,0,0,0,0,0,0
GENE-9501,NO,1,0,0,0,0,0,0
GENE-9502,NO,1,73,35,295,102,50,72
GENE-9503,NO,1,0,0,0,0,0,0
GENE-9504,NO,1,0,0,0,0,0,0
GENE-9505,NO,1,5,2,0,2,1,3
GENE-9506,NO,1,0,0,0,0,0,0
GENE-9507,NO,1,0,0,0,0,0,0
GENE-9508,NO,1,0,0,0,0,0,0
GENE-9509,NO,1,0,0,0,1,1,0
GENE-9510,NO,1,0,0,0,0,0,0
GENE-9511,NO,1,0,0,0,0,0,0
GENE-9512,NO,1,0,0,0,0,0,0
GENE-9513,NO,1,0,0,0,0,0,0
GENE-9514,NO,1,0,0,0,0,0,0
GENE-9515,NO,1,0,0,0,0,0,0
GENE-9516,NO,1,744,774,747,853,808,873
GENE-9517,NO,1,2563,2655,2156,2396,2339,2267
GENE-9518,NO,1,0,0,0,0,0,0
GENE-9519,NO,1,0,0,0,0,0,0
GENE-9520,NO,1,0,0,0,0,0,0
GENE-9521,NO,1,0,0,0,0,0,0
GENE-9522,NO,1,0,0,0,0,0,0
GENE-9523,NO,1,0,0,0,0,0,0
GENE-9524,NO,1,0,0,0,0,0,0
GENE-9525,NO,1,0,0,0,0,0,0
GENE-9526,NO,1,64,93,72,78,94,66
GENE-9527,NO,1,0,0,2,0,0,1
GENE-9528,NO,1,0,0,0,0,0,0
GENE-9529,NO,1,0,0,0,0,0,0
GENE-9530,NO,1,0,0,0,0,0,0
GENE-9531,NO,1,0,0,0,0,0,0
GENE-9532,NO,1,0,0,0,0,0,0
GENE-9533,NO,1,0,0,0,0,0,0
GENE-9534,NO,1,0,0,0,0,0,0
GENE-9535,NO,1,499,899,944,910,1406,829
GENE-9536,NO,1,297,217,198,247,343,323
GENE-9537,NO,1,0,0,0,0,0,0
GENE-9538,NO,1,0,0,0,0,0,0
GENE-9539,NO,1,0,0,0,0,0,0
GENE-9540,NO,1,0,0,0,0,0,0
GENE-9541,NO,1,0,0,0,0,0,1
GENE-9542,NO,1,339,391,431,446,324,424
GENE-9543,NO,1,1006,526,905,1305,388,375
GENE-9544,NO,1,0,0,0,0,0,0
GENE-9545,NO,1,0,0,0,0,0,0
GENE-9546,NO,1,0,0,0,0,0,0
GENE-9548,NO,1,0,0,0,0,0,0
GENE-9549,NO,1,1,0,0,0,0,0
GENE-9550,NO,1,840,896,828,667,564,652
GENE-9551,NO,1,0,0,0,0,0,0
GENE-9552,NO,1,0,0,0,0,0,0
GENE-9553,NO,1,0,0,0,0,0,0
GENE-9554,NO,1,0,0,0,0,0,0
GENE-9555,NO,1,2,4,1,1,0,0
GENE-9556,NO,1,1266,2028,1873,1926,2187,1684
GENE-9557,NO,1,0,0,0,0,0,0
GENE-9558,NO,1,0,0,0,0,0,0
GENE-9559,NO,1,0,0,0,0,0,0
GENE-9560,NO,1,5754,2248,2325,2497,1986,2202
GENE-9561,NO,1,0,0,0,0,0,0
GENE-9562,NO,1,0,0,0,0,0,0
GENE-9563,NO,1,0,0,0,0,0,0
GENE-9564,NO,1,0,0,0,0,0,0
GENE-9565,NO,1,0,0,0,0,0,0
GENE-9566,NO,1,2,11,4,7,14,17
GENE-9567,NO,1,0,0,0,0,0,0
GENE-9568,NO,1,0,0,0,0,0,0
GENE-9569,NO,1,0,0,0,0,0,0
GENE-9570,NO,1,0,0,0,0,0,0
GENE-9571,NO,1,0,0,0,0,0,0
GENE-9572,NO,1,0,0,0,0,0,0
GENE-9573,NO,1,0,0,0,0,0,0
GENE-9574,NO,1,1,0,0,1,1,1
GENE-9575,NO,1,91,86,71,78,72,80
GENE-9577,NO,1,0,0,0,0,0,0
GENE-9578,NO,1,226,279,228,217,238,205
GENE-9579,NO,1,81,87,83,88,96,96
GENE-9580,NO,1,0,0,0,0,0,0
GENE-9581,NO,1,0,0,0,0,0,0
GENE-9582,NO,1,0,0,0,0,0,0
GENE-9583,YES,1,0,0,0,0,0,0
GENE-9584,NO,1,0,0,0,0,0,0
GENE-9585,NO,1,0,0,0,0,0,0
GENE-9586,NO,1,0,0,0,0,0,0
GENE-9587,NO,1,0,0,0,0,0,0
GENE-9588,NO,1,0,0,0,0,0,0
GENE-9589,NO,1,2,1,1,0,1,1
GENE-9590,YES,1,0,0,0,0,0,0
GENE-9591,NO,1,0,0,0,0,0,0
GENE-9592,NO,1,249,226,290,300,247,286
GENE-9593,NO,1,215,229,237,189,284,268
GENE-9594,NO,1,78,77,62,60,68,77
GENE-9595,NO,1,0,0,0,0,0,0
GENE-9596,NO,1,7,4,1,4,6,5
GENE-9597,NO,1,52,60,81,67,64,91
GENE-9598,NO,1,181,252,193,204,189,169
GENE-9599,YES,1,0,0,0,0,0,0
GENE-9600,NO,1,0,0,0,0,0,0
GENE-9601,NO,1,0,0,0,0,1,0
GENE-9602,NO,1,0,0,0,0,0,0
GENE-9603,NO,1,0,0,0,0,0,0
GENE-9604,NO,1,0,0,0,0,0,0
GENE-9605,NO,1,31,38,29,37,28,49
GENE-9606,NO,1,0,0,0,0,0,0
GENE-9607,NO,1,0,1,2,6,0,1
GENE-9608,NO,1,0,0,0,0,0,0
GENE-9609,NO,1,4,1,6,9,3,3
GENE-9610,NO,1,0,0,0,0,0,0
GENE-9611,NO,1,0,0,0,0,0,0
GENE-9612,NO,1,0,0,0,0,0,0
GENE-9613,NO,1,200,149,237,244,195,169
GENE-9614,NO,1,0,0,0,0,0,0
GENE-9615,NO,1,0,0,0,0,0,0
GENE-9616,NO,1,0,0,0,0,0,0
GENE-9617,NO,1,217,257,226,308,210,217
GENE-9618,NO,1,276,308,263,284,280,269
GENE-9619,NO,1,0,0,0,0,0,0
GENE-9620,NO,1,0,0,0,0,0,0
GENE-9621,NO,1,43,35,42,47,35,41
GENE-9622,NO,1,0,0,0,0,0,0
GENE-9623,NO,1,0,0,0,0,0,0
GENE-9624,NO,1,13,19,27,18,3,15
GENE-9625,NO,1,19,19,21,11,14,15
GENE-9626,NO,1,0,0,0,0,0,0
GENE-9627,NO,1,6405,8297,6771,7171,7115,6462
GENE-9628,NO,1,0,0,0,0,0,0
GENE-9629,NO,1,0,0,0,0,0,0
GENE-9631,NO,1,0,0,0,0,0,0
GENE-9632,NO,1,18,19,23,17,16,23
GENE-9633,NO,1,0,0,0,0,0,0
GENE-9634,NO,1,0,0,0,0,0,0
GENE-9635,NO,1,0,0,0,0,0,0
GENE-9636,NO,1,0,0,0,0,0,0
GENE-9637,NO,1,0,0,0,0,0,0
GENE-9638,NO,1,88,41,78,175,40,150
GENE-9639,NO,1,593,816,1053,459,598,858
GENE-9640,NO,1,0,0,0,0,0,0
GENE-9641,NO,1,0,0,0,0,0,0
GENE-9642,NO,1,0,0,0,0,0,0
GENE-9643,NO,1,0,0,0,0,0,0
GENE-9644,NO,1,0,0,0,0,0,0
GENE-9645,NO,1,297,153,252,498,258,194
GENE-9646,NO,1,0,0,0,0,0,0
GENE-9647,NO,1,1,0,1,1,3,3
GENE-9648,NO,1,0,0,0,0,0,0
GENE-9649,NO,1,0,0,0,0,0,0
GENE-9650,NO,1,0,0,0,0,0,0
GENE-9651,NO,1,2,3,2,1,3,3
GENE-9652,NO,1,0,0,0,0,0,0
GENE-9653,YES,1,0,0,0,0,0,0
GENE-9654,NO,1,9,9,4,6,10,11
GENE-9655,NO,1,0,0,0,0,0,0
GENE-9656,NO,1,0,0,0,0,0,0
GENE-9657,NO,1,0,0,0,0,0,0
GENE-9658,NO,1,0,1,0,0,0,1
GENE-9659,NO,1,45,28,31,45,24,25
GENE-9660,NO,1,0,0,0,0,0,0
GENE-9661,NO,1,0,0,0,0,0,0
GENE-9662,NO,1,0,0,0,0,0,0
GENE-9663,NO,1,0,0,0,0,0,0
GENE-9664,NO,1,0,0,0,0,0,0
GENE-9665,NO,1,0,0,0,0,0,0
GENE-9666,NO,1,0,0,0,0,0,0
GENE-9667,NO,1,0,0,0,0,0,0
GENE-9669,NO,1,753,887,874,924,865,969
GENE-9670,NO,1,4,8,6,14,6,4
GENE-9671,NO,1,0,0,0,0,0,0
GENE-9672,NO,1,16,28,36,21,17,12
GENE-9673,NO,1,0,0,0,0,0,0
GENE-9674,NO,1,12,10,34,30,37,0
GENE-9675,NO,1,17,23,18,13,18,24
GENE-9676,YES,1,0,0,0,0,0,0
GENE-9677,NO,1,118,159,152,68,101,100
GENE-9678,NO,1,0,0,0,0,0,0
GENE-9679,NO,1,0,0,0,0,0,0
GENE-9680,NO,1,0,0,0,0,0,0
GENE-9681,NO,1,2,4,4,4,3,4
GENE-9682,NO,1,0,0,0,0,0,0
GENE-9683,NO,1,0,0,0,0,0,0
GENE-9684,NO,1,1,0,1,0,0,0
GENE-9685,NO,1,0,0,0,0,0,0
GENE-9686,NO,1,0,0,0,0,0,0
GENE-9687,NO,1,0,0,0,0,0,0
GENE-9688,NO,1,0,0,0,0,0,0
GENE-9689,NO,1,0,0,0,0,0,0
GENE-9690,NO,1,25,11,10,18,12,16
GENE-9691,NO,1,0,0,0,0,0,0
GENE-9692,NO,1,36,75,22,69,12,27
GENE-9693,YES,1,1,0,0,10,15,4
GENE-9694,NO,1,0,0,0,0,0,0
GENE-9695,NO,1,0,0,0,0,0,0
GENE-9696,NO,1,1673,1730,1961,2233,2353,2205
GENE-9697,NO,1,0,0,0,0,0,0
GENE-9698,NO,1,51,68,113,160,115,84
GENE-9699,NO,1,49,62,49,52,56,50
GENE-9700,NO,1,0,0,0,0,0,0
GENE-9701,NO,1,4,5,2,5,10,2
GENE-9702,NO,1,0,0,0,0,0,0
GENE-9703,YES,1,0,0,0,0,0,0
GENE-9704,NO,1,0,0,0,0,0,0
GENE-9705,NO,1,0,0,0,0,0,0
GENE-9706,NO,1,0,0,0,0,0,0
GENE-9707,NO,1,0,1,0,0,0,0
GENE-9708,NO,1,8,8,7,5,7,14
GENE-9709,NO,1,686,622,709,921,855,841
GENE-9710,NO,1,0,0,0,0,0,0
GENE-9711,NO,1,0,0,0,0,0,0
GENE-9712,YES,1,0,0,0,0,0,0
GENE-9713,NO,1,0,0,0,0,0,0
GENE-9714,NO,1,27,29,26,12,19,18
GENE-9715,NO,1,140,122,172,99,85,137
GENE-9716,NO,1,0,0,0,0,0,0
GENE-9717,NO,1,5,4,5,2,1,9
GENE-9718,NO,1,0,0,0,2,1,0
GENE-9719,NO,1,3,4,1,1,4,0
GENE-9720,NO,1,185,211,174,255,208,199
GENE-9721,NO,1,0,0,0,0,0,0
GENE-9722,NO,1,136,191,125,128,120,125
GENE-9723,NO,1,0,0,0,0,0,0
GENE-9724,NO,1,0,0,0,0,0,0
GENE-9725,NO,1,0,0,0,0,0,0
GENE-9726,NO,1,0,0,0,0,0,0
GENE-9727,NO,1,0,0,0,0,0,0
GENE-9728,NO,1,0,0,0,0,0,0
GENE-9729,NO,1,0,0,0,0,0,0
GENE-9730,NO,1,806,690,806,746,641,739
GENE-9731,NO,1,0,0,0,0,0,0
GENE-9732,NO,1,5,9,4,6,5,6
GENE-9733,NO,1,0,0,0,0,0,0
GENE-9734,NO,1,441,1042,317,675,1051,573
GENE-9735,NO,1,0,0,0,0,0,0
GENE-9736,NO,1,546,487,369,376,637,436
GENE-9737,NO,1,0,0,0,0,0,0
GENE-9738,NO,1,0,0,0,0,0,0
GENE-9739,NO,1,16,22,15,17,16,19
GENE-9740,NO,1,40,44,49,49,41,33
GENE-9741,NO,1,0,0,0,0,0,0
GENE-9742,NO,1,95,111,96,105,94,126
GENE-9743,NO,1,0,0,0,0,0,0
GENE-9744,NO,1,4,0,3,5,0,3
GENE-9745,NO,1,0,0,0,0,0,0
GENE-9746,NO,1,0,0,0,0,0,0
GENE-9747,NO,1,0,0,0,0,0,0
GENE-9748,NO,1,7,1,4,0,6,7
GENE-9749,NO,1,0,0,0,0,0,0
GENE-9750,NO,1,1,0,0,0,1,1
GENE-9751,NO,1,0,0,0,0,0,0
GENE-9752,NO,1,0,0,0,0,0,0
GENE-9753,NO,1,8,11,12,10,7,14
GENE-9754,NO,1,0,0,0,0,0,0
GENE-9755,NO,1,0,0,0,0,0,0
GENE-9756,NO,1,0,0,0,0,0,0
GENE-9757,NO,1,0,3,1,0,2,0
GENE-9758,NO,1,1,0,0,0,0,0
GENE-9759,NO,1,0,0,0,0,0,0
GENE-9760,NO,1,0,0,0,1,0,0
GENE-9761,NO,1,0,0,0,0,0,0
GENE-9762,NO,1,0,0,0,0,0,0
GENE-9763,NO,1,3160,2882,3067,2819,2675,3152
GENE-9764,NO,1,0,0,0,0,0,0
GENE-9765,NO,1,0,0,0,0,0,0
GENE-9766,NO,1,0,0,0,0,0,0
GENE-9767,YES,1,0,0,0,0,0,0
GENE-9768,NO,1,0,0,0,0,0,0
GENE-9769,NO,1,0,0,0,0,0,0
GENE-9770,NO,1,0,0,0,0,0,0
GENE-9771,NO,1,0,0,0,0,0,0
GENE-9772,NO,1,244,161,229,189,154,331
GENE-9773,NO,1,0,0,0,0,0,0
GENE-9774,NO,1,0,0,0,0,0,0
GENE-9775,NO,1,7,13,15,14,10,19
GENE-9776,NO,1,7,3,5,0,2,2
GENE-9777,NO,1,0,0,0,0,0,0
GENE-9778,NO,1,389,363,468,446,442,454
GENE-9779,NO,1,29,22,19,17,9,14
GENE-9780,NO,1,0,0,0,0,0,0
GENE-9781,NO,1,0,0,0,0,0,0
GENE-9782,NO,1,0,0,0,0,1,0
GENE-9783,NO,1,0,1,0,0,0,0
GENE-9784,NO,1,0,0,0,0,0,0
GENE-9785,NO,1,0,0,0,0,0,0
GENE-9786,NO,1,17,15,14,14,7,18
GENE-9787,NO,1,0,0,0,0,0,0
GENE-9788,YES,1,1,5,3,2,0,3
GENE-9789,NO,1,0,0,0,0,0,0
GENE-9790,NO,1,57,38,53,73,75,95
GENE-9791,NO,1,2,2,3,4,6,4
GENE-9792,NO,1,191,116,178,284,78,307
GENE-9793,NO,1,0,0,0,0,0,0
GENE-9794,NO,1,221,248,244,306,257,188
GENE-9795,NO,1,520,583,609,616,555,619
GENE-9796,NO,1,23,27,21,19,10,33
GENE-9797,NO,1,11,14,8,12,7,11
GENE-9798,NO,1,33,30,14,12,10,25
GENE-9799,NO,1,48,62,54,60,91,49
GENE-9800,NO,1,162,450,251,538,311,515
GENE-9801,NO,1,0,0,0,0,0,0
GENE-9802,YES,1,0,0,0,0,0,0
GENE-9803,NO,1,0,0,0,0,0,0
GENE-9804,NO,1,0,0,0,0,0,0
GENE-9805,NO,1,0,0,0,0,0,0
GENE-9806,NO,1,0,0,0,0,0,0
GENE-9807,NO,1,0,0,0,0,0,0
GENE-9808,NO,1,13,14,17,10,9,14
GENE-9809,NO,1,0,0,0,0,0,0
GENE-9810,NO,1,0,0,0,0,1,0
GENE-9811,NO,1,0,0,0,0,0,0
GENE-9812,NO,1,0,0,0,0,0,0
GENE-9813,NO,1,0,0,0,0,0,0
GENE-9814,NO,1,0,0,0,0,2,1
GENE-9815,NO,1,0,0,0,0,0,0
GENE-9816,NO,1,0,0,0,0,0,0
GENE-9817,YES,1,0,0,0,0,0,0
GENE-9818,NO,1,25,28,29,22,19,26
GENE-9819,NO,1,0,0,0,0,0,0
GENE-9820,NO,1,0,0,0,0,0,0
GENE-9821,NO,1,0,0,0,0,0,0
GENE-9822,NO,1,0,0,0,0,0,0
GENE-9823,NO,1,636,255,911,722,719,1258
GENE-9824,NO,1,370,437,459,369,390,408
GENE-9825,NO,1,0,0,0,0,0,0
GENE-9826,NO,1,1738,1359,1921,1089,1464,1725
GENE-9827,NO,1,163,55,74,234,422,114
GENE-9828,NO,1,2,0,1,2,1,1
GENE-9829,NO,1,0,0,0,0,0,0
GENE-9830,NO,1,0,0,0,0,0,0
GENE-9831,NO,1,1357,1356,1207,1240,1333,1372
GENE-9832,NO,1,0,0,0,0,0,0
GENE-9833,NO,1,0,0,0,0,0,0
GENE-9834,NO,1,0,0,0,0,0,0
GENE-9835,NO,1,0,0,0,0,0,0
GENE-9836,NO,1,0,0,0,0,0,0
GENE-9837,NO,1,0,0,0,0,0,0
GENE-9838,NO,1,0,0,0,0,0,0
GENE-9839,NO,1,0,0,0,0,0,0
GENE-9840,NO,1,61,105,56,38,60,40
GENE-9841,NO,1,0,0,0,0,0,0
GENE-9842,NO,1,3,3,0,3,1,0
GENE-9843,NO,1,0,0,0,0,0,0
GENE-9844,NO,1,0,0,0,0,0,0
GENE-9845,NO,1,0,0,0,0,0,0
GENE-9846,NO,1,0,0,1,0,0,1
GENE-9847,NO,1,0,0,0,0,0,0
GENE-9848,NO,1,0,0,0,0,0,0
GENE-9849,NO,1,0,0,0,0,0,0
GENE-9850,NO,1,27,12,18,20,11,11
GENE-9851,NO,1,0,0,0,0,0,0
GENE-9852,NO,1,2,0,1,0,1,0
GENE-9853,NO,1,1,3,2,1,2,2
GENE-9854,NO,1,37,53,55,45,60,52
GENE-9855,NO,1,0,0,0,0,0,0
GENE-9856,NO,1,49,70,50,68,48,72
GENE-9857,NO,1,0,0,0,0,0,0
GENE-9858,NO,1,0,0,0,0,0,0
GENE-9859,NO,1,1,1,0,3,1,0
GENE-9860,NO,1,0,0,0,0,0,0
GENE-9861,YES,1,0,0,0,0,0,0
GENE-9862,NO,1,26,34,36,39,24,31
GENE-9863,NO,1,0,0,0,0,0,0
GENE-9864,NO,1,305,376,307,330,332,331
GENE-9865,NO,1,0,0,1,1,1,0
GENE-9866,NO,1,0,0,0,0,0,0
GENE-9867,NO,1,1306,1527,1179,1240,1337,1576
GENE-9868,NO,1,0,0,0,0,0,0
GENE-9869,NO,1,0,0,0,0,0,0
GENE-9870,NO,1,0,0,0,0,0,0
GENE-9871,NO,1,0,0,0,0,0,0
GENE-9872,NO,1,394,360,395,342,332,346
GENE-9873,NO,1,0,0,0,0,0,0
GENE-9874,NO,1,0,0,0,0,0,0
GENE-9875,NO,1,0,0,0,0,0,0
GENE-9876,NO,1,0,0,0,0,0,0
GENE-9877,NO,1,45,36,46,59,47,60
GENE-9878,NO,1,0,0,0,0,0,0
GENE-9879,NO,1,7,3,0,7,9,7
GENE-9880,NO,1,0,0,0,0,0,0
GENE-9882,NO,1,0,0,0,0,0,0
GENE-9883,YES,1,0,0,0,0,0,0
GENE-9884,NO,1,0,0,0,0,0,0
GENE-9885,NO,1,11,4,1,7,9,4
GENE-9886,NO,1,0,0,0,0,0,0
GENE-9887,NO,1,0,0,0,0,0,0
GENE-9888,NO,1,5,8,8,3,7,6
GENE-9889,NO,1,0,0,0,0,0,0
GENE-9891,NO,1,120,125,153,126,149,159
GENE-9892,NO,1,0,0,0,0,0,0
GENE-9893,NO,1,0,0,0,0,0,0
GENE-9894,NO,1,0,0,0,0,0,0
GENE-9895,NO,1,787,613,754,743,739,621
GENE-9896,YES,1,0,0,0,0,0,0
GENE-9897,NO,1,0,0,0,0,0,0
GENE-9898,NO,1,2,1,2,1,0,4
GENE-9899,NO,1,127,91,82,83,92,52
GENE-9900,NO,1,1,4,0,0,1,1
GENE-9901,NO,1,0,0,0,0,0,0
GENE-9902,NO,1,0,0,0,0,0,0
GENE-9903,NO,1,0,0,0,0,0,0
GENE-9904,NO,1,508,460,462,712,498,520
GENE-9905,NO,1,0,0,0,0,0,0
GENE-9906,NO,1,952,733,666,935,847,701
GENE-9907,NO,1,112,142,144,122,163,120
GENE-9908,NO,1,0,0,0,0,0,0
GENE-9909,NO,1,0,0,0,0,0,0
GENE-9910,NO,1,0,0,0,0,0,0
GENE-9911,NO,1,0,0,0,0,0,0
GENE-9912,NO,1,23,26,17,18,16,26
GENE-9913,NO,1,0,0,0,0,0,1
GENE-9914,NO,1,0,0,0,0,0,0
GENE-9915,NO,1,0,0,0,0,0,0
GENE-9916,NO,1,7,4,15,9,7,8
GENE-9917,NO,1,0,0,0,0,0,0
GENE-9918,NO,1,0,0,0,0,0,0
GENE-9920,NO,1,2158,2553,2112,2445,3371,2517
GENE-9921,NO,1,0,0,0,0,0,0
GENE-9922,NO,1,0,0,0,0,0,0
GENE-9923,NO,1,49,50,41,52,58,40
GENE-9924,NO,1,0,0,0,0,0,0
GENE-9925,NO,1,0,0,0,0,0,0
GENE-9926,NO,1,0,0,1,0,0,1
GENE-9927,NO,1,0,0,0,0,0,0
GENE-9928,NO,1,35,45,50,60,68,41
GENE-9929,NO,1,0,0,0,0,0,0
GENE-9930,NO,1,242,409,423,347,407,249
GENE-9931,NO,1,0,0,0,0,0,0
GENE-9932,NO,1,0,0,0,0,0,0
GENE-9933,NO,1,0,0,0,0,0,0
GENE-9934,YES,1,0,0,0,1,0,1
GENE-9935,NO,1,0,0,0,0,0,0
GENE-9936,NO,1,572,512,570,561,572,541
GENE-9937,NO,1,0,2,0,2,1,0
GENE-9938,NO,1,2,1,2,0,1,0
GENE-9939,NO,1,78,93,108,104,101,83
GENE-9940,NO,1,12,5,15,12,19,7
GENE-9941,NO,1,0,0,0,0,0,0
GENE-9942,NO,1,14,13,18,16,13,14
GENE-9943,NO,1,16,16,7,19,20,18
GENE-9944,NO,1,0,0,0,0,0,0
GENE-9945,NO,1,0,0,0,0,0,0
GENE-9946,NO,1,0,0,0,0,0,0
GENE-9947,NO,1,3,24,14,20,16,15
GENE-9948,NO,1,0,0,0,0,0,0
GENE-9949,NO,1,0,0,0,0,0,0
GENE-9950,NO,1,0,0,0,0,0,0
GENE-9951,NO,1,165,213,180,169,189,164
GENE-9952,NO,1,0,0,0,0,0,0
GENE-9953,NO,1,269,388,475,310,379,225
GENE-9954,NO,1,0,0,0,0,0,0
GENE-9955,NO,1,16,17,18,23,17,27
GENE-9956,NO,1,147,189,186,216,189,197
GENE-9957,NO,1,0,0,0,0,0,0
GENE-9958,NO,1,0,0,0,0,0,0
GENE-9959,NO,1,0,0,0,0,0,0
GENE-9960,NO,1,41,13,25,39,36,27
GENE-9961,NO,1,3,17,7,5,8,13
GENE-9962,NO,1,145,212,188,105,286,372
GENE-9963,NO,1,0,0,0,0,0,0
GENE-9964,NO,1,0,0,0,0,0,0
GENE-9965,NO,1,76,88,80,77,74,76
GENE-9966,NO,1,0,0,0,0,0,0
GENE-9967,NO,1,0,0,0,0,0,0
GENE-9968,NO,1,0,0,0,0,0,0
GENE-9969,NO,1,0,0,0,0,0,0
GENE-9970,NO,1,0,0,0,0,0,0
GENE-9971,NO,1,0,0,0,0,0,0
GENE-9972,YES,1,0,0,0,0,0,0
GENE-9973,NO,1,0,0,0,0,0,0
GENE-9974,NO,1,0,0,0,0,0,0
GENE-9975,YES,1,0,0,0,0,0,0
GENE-9976,NO,1,0,0,0,0,0,0
GENE-9977,NO,1,0,0,0,0,0,0
GENE-9978,NO,1,0,0,0,0,0,0
GENE-9979,NO,1,25,18,1,7,32,5
GENE-9980,NO,1,0,0,0,0,0,0
GENE-9981,NO,1,143,138,102,176,186,123
GENE-9982,NO,1,0,0,0,0,0,0
GENE-9983,NO,1,0,0,0,0,0,0
GENE-9984,NO,1,144,227,222,217,216,191
GENE-9985,NO,1,0,0,0,0,0,0
GENE-9986,NO,1,155,228,179,190,154,171
GENE-9987,NO,1,0,0,0,0,0,0
GENE-9988,NO,1,0,0,0,0,0,0
GENE-9989,NO,1,6,95,122,71,282,164
GENE-9990,NO,1,0,0,0,0,0,0
GENE-9991,YES,1,0,0,0,0,0,0
GENE-9992,NO,1,0,0,0,0,0,0
GENE-9993,NO,1,0,0,0,0,0,0
GENE-9994,NO,1,24,13,8,7,13,7
GENE-9995,NO,1,0,0,0,0,0,0
GENE-9996,NO,1,145,132,155,173,131,167
GENE-9997,NO,1,50,211,126,201,96,283
GENE-9998,NO,1,0,0,0,0,0,0
GENE-9999,NO,1,1389,1393,1426,1575,1362,1346
GENE-10000,NO,1,165,188,165,197,198,144
GENE-10001,NO,1,0,0,0,0,0,0
GENE-10002,NO,1,0,0,0,0,0,0
GENE-10003,NO,1,150,120,165,153,128,165
GENE-10004,NO,1,0,0,0,0,0,0
GENE-10005,NO,1,0,0,0,0,0,0
GENE-10006,NO,1,0,0,0,0,0,0
GENE-10007,NO,1,3,4,3,3,3,1
GENE-10008,NO,1,0,0,0,0,0,0
GENE-10009,NO,1,2,1,0,0,0,0
GENE-10010,NO,1,0,0,0,0,0,0
GENE-10011,NO,1,0,0,0,0,0,0
GENE-10012,NO,1,0,0,0,0,0,0
GENE-10013,NO,1,0,0,0,0,0,0
GENE-10014,NO,1,0,0,0,0,0,0
GENE-10015,NO,1,0,0,0,0,0,0
GENE-10016,NO,1,164,141,177,140,214,173
GENE-10017,NO,1,0,0,0,0,0,0
